genre,publisher,count,publisher_total,genre_total,publisher_share,genre_share
Biography & Autobiography,Cambridge University Press,20,1486,6324,1.3458950201884252,0.31625553447185323
Biography & Autobiography,Courier Corporation,12,1120,6324,1.0714285714285714,0.18975332068311196
Biography & Autobiography,Hachette UK,44,615,6324,7.154471544715448,0.6957621758380772
Biography & Autobiography,Harper Collins,84,1939,6324,4.332129963898916,1.3282732447817838
Biography & Autobiography,HarperCollins,36,628,6324,5.7324840764331215,0.5692599620493358
Biography & Autobiography,Houghton Mifflin Harcourt,33,893,6324,3.6954087346024638,0.5218216318785579
Biography & Autobiography,John Wiley & Sons,6,2036,6324,0.29469548133595286,0.09487666034155598
Biography & Autobiography,Macmillan,122,1233,6324,9.89456609894566,1.929158760278305
Biography & Autobiography,Open Road Media,88,983,6324,8.952187182095624,1.3915243516761544
Biography & Autobiography,Oxford University Press,18,813,6324,2.214022140221402,0.2846299810246679
Biography & Autobiography,"Oxford University Press, USA",22,758,6324,2.9023746701846966,0.3478810879190386
Biography & Autobiography,Penguin,120,2871,6324,4.179728317659352,1.8975332068311195
Biography & Autobiography,Random House,96,853,6324,11.254396248534585,1.5180265654648957
Biography & Autobiography,Routledge,14,2398,6324,0.5838198498748958,0.2213788741302973
Biography & Autobiography,Simon and Schuster,321,3548,6324,9.047350620067645,5.075901328273245
Biography & Autobiography,Univ of California Press,22,590,6324,3.728813559322034,0.3478810879190386
Biography & Autobiography,Vintage,113,1022,6324,11.056751467710372,1.786843769765971
Biography & Autobiography,W. W. Norton & Company,71,578,6324,12.283737024221452,1.122707147375079
Biography & Autobiography,iUniverse,99,970,6324,10.206185567010309,1.5654648956356736
Business & Economics,Cambridge University Press,90,1486,5625,6.056527590847914,1.6
Business & Economics,Courier Corporation,3,1120,5625,0.26785714285714285,0.05333333333333334
Business & Economics,Hachette UK,17,615,5625,2.7642276422764227,0.3022222222222222
Business & Economics,Harper Collins,55,1939,5625,2.8365136668385764,0.9777777777777777
Business & Economics,HarperCollins,13,628,5625,2.0700636942675157,0.2311111111111111
Business & Economics,Houghton Mifflin Harcourt,20,893,5625,2.2396416573348263,0.35555555555555557
Business & Economics,John Wiley & Sons,572,2036,5625,28.094302554027507,10.168888888888889
Business & Economics,Macmillan,19,1233,5625,1.5409570154095702,0.3377777777777778
Business & Economics,Open Road Media,2,983,5625,0.20345879959308238,0.035555555555555556
Business & Economics,Oxford University Press,32,813,5625,3.936039360393604,0.5688888888888889
Business & Economics,"Oxford University Press, USA",25,758,5625,3.2981530343007917,0.4444444444444444
Business & Economics,Penguin,100,2871,5625,3.4831069313827934,1.7777777777777777
Business & Economics,Random House,14,853,5625,1.6412661195779603,0.2488888888888889
Business & Economics,Routledge,221,2398,5625,9.216013344453712,3.928888888888889
Business & Economics,Simon and Schuster,121,3548,5625,3.410372040586246,2.151111111111111
Business & Economics,Springer Science & Business Media,40,886,5625,4.514672686230249,0.7111111111111111
Business & Economics,Univ of California Press,16,590,5625,2.711864406779661,0.28444444444444444
Business & Economics,Vintage,7,1022,5625,0.684931506849315,0.12444444444444445
Business & Economics,W. W. Norton & Company,19,578,5625,3.2871972318339098,0.3377777777777778
Business & Economics,iUniverse,38,970,5625,3.917525773195876,0.6755555555555556
Computers,Cambridge University Press,42,1486,4312,2.826379542395693,0.974025974025974
Computers,Harper Collins,3,1939,4312,0.15471892728210418,0.06957328385899814
Computers,John Wiley & Sons,351,2036,4312,17.239685658153242,8.140074211502784
Computers,Macmillan,1,1233,4312,0.08110300081103002,0.02319109461966605
Computers,Oxford University Press,5,813,4312,0.6150061500615006,0.11595547309833025
Computers,"Oxford University Press, USA",7,758,4312,0.9234828496042217,0.16233766233766234
Computers,Penguin,12,2871,4312,0.41797283176593525,0.27829313543599254
Computers,Routledge,3,2398,4312,0.12510425354462051,0.06957328385899814
Computers,Simon and Schuster,6,3548,4312,0.16910935738444194,0.13914656771799627
Computers,Springer Science & Business Media,154,886,4312,17.381489841986454,3.571428571428571
Computers,Univ of California Press,1,590,4312,0.1694915254237288,0.02319109461966605
Computers,W. W. Norton & Company,1,578,4312,0.17301038062283738,0.02319109461966605
Computers,iUniverse,10,970,4312,1.0309278350515463,0.2319109461966605
Cooking,Courier Corporation,9,1120,2588,0.8035714285714285,0.34775888717156106
Cooking,Hachette UK,8,615,2588,1.3008130081300813,0.3091190108191654
Cooking,Harper Collins,60,1939,2588,3.094378545642084,2.3183925811437405
Cooking,HarperCollins,11,628,2588,1.7515923566878981,0.4250386398763524
Cooking,Houghton Mifflin Harcourt,42,893,2588,4.703247480403135,1.6228748068006182
Cooking,John Wiley & Sons,19,2036,2588,0.9332023575638507,0.7341576506955177
Cooking,Macmillan,22,1233,2588,1.7842660178426604,0.8500772797527048
Cooking,Open Road Media,6,983,2588,0.6103763987792472,0.23183925811437403
Cooking,Oxford University Press,2,813,2588,0.24600246002460024,0.07727975270479134
Cooking,"Oxford University Press, USA",1,758,2588,0.13192612137203166,0.03863987635239567
Cooking,Penguin,56,2871,2588,1.9505398815743642,2.1638330757341575
Cooking,Random House,15,853,2588,1.7584994138335288,0.5795981452859351
Cooking,Simon and Schuster,71,3548,2588,2.0011273957158964,2.743431221020093
Cooking,Univ of California Press,10,590,2588,1.694915254237288,0.38639876352395675
Cooking,Vintage,11,1022,2588,1.076320939334638,0.4250386398763524
Cooking,W. W. Norton & Company,5,578,2588,0.8650519031141869,0.19319938176197837
Cooking,iUniverse,2,970,2588,0.2061855670103093,0.07727975270479134
Education,Cambridge University Press,21,1486,2638,1.4131897711978465,0.796057619408643
Education,Courier Corporation,2,1120,2638,0.17857142857142858,0.0758150113722517
Education,Harper Collins,6,1939,2638,0.30943785456420836,0.22744503411675512
Education,HarperCollins,1,628,2638,0.15923566878980894,0.03790750568612585
Education,Houghton Mifflin Harcourt,5,893,2638,0.5599104143337066,0.18953752843062927
Education,John Wiley & Sons,51,2036,2638,2.504911591355599,1.9332827899924183
Education,Macmillan,5,1233,2638,0.40551500405515,0.18953752843062927
Education,Oxford University Press,11,813,2638,1.3530135301353015,0.4169825625473844
Education,"Oxford University Press, USA",3,758,2638,0.395778364116095,0.11372251705837756
Education,Penguin,6,2871,2638,0.20898641588296762,0.22744503411675512
Education,Routledge,144,2398,2638,6.005004170141785,5.458680818802123
Education,Simon and Schuster,50,3548,2638,1.4092446448703495,1.8953752843062925
Education,Springer Science & Business Media,7,886,2638,0.7900677200902935,0.265352539802881
Education,Univ of California Press,2,590,2638,0.3389830508474576,0.0758150113722517
Education,Vintage,3,1022,2638,0.29354207436399216,0.11372251705837756
Education,W. W. Norton & Company,7,578,2638,1.2110726643598615,0.265352539802881
Education,iUniverse,7,970,2638,0.7216494845360825,0.265352539802881
Family & Relationships,Cambridge University Press,1,1486,2178,0.06729475100942127,0.04591368227731864
Family & Relationships,Hachette UK,7,615,2178,1.1382113821138211,0.3213957759412305
Family & Relationships,Harper Collins,41,1939,2178,2.1144920061887573,1.8824609733700643
Family & Relationships,HarperCollins,7,628,2178,1.1146496815286624,0.3213957759412305
Family & Relationships,Houghton Mifflin Harcourt,1,893,2178,0.11198208286674133,0.04591368227731864
Family & Relationships,John Wiley & Sons,27,2036,2178,1.3261296660117878,1.2396694214876034
Family & Relationships,Macmillan,26,1233,2178,2.10867802108678,1.1937557392102847
Family & Relationships,Open Road Media,2,983,2178,0.20345879959308238,0.09182736455463728
Family & Relationships,Oxford University Press,1,813,2178,0.12300123001230012,0.04591368227731864
Family & Relationships,"Oxford University Press, USA",4,758,2178,0.5277044854881267,0.18365472910927455
Family & Relationships,Penguin,45,2871,2178,1.5673981191222568,2.066115702479339
Family & Relationships,Random House,5,853,2178,0.5861664712778429,0.2295684113865932
Family & Relationships,Routledge,23,2398,2178,0.9591326105087573,1.0560146923783287
Family & Relationships,Simon and Schuster,100,3548,2178,2.818489289740699,4.591368227731864
Family & Relationships,Univ of California Press,1,590,2178,0.1694915254237288,0.04591368227731864
Family & Relationships,Vintage,1,1022,2178,0.09784735812133072,0.04591368227731864
Family & Relationships,W. W. Norton & Company,13,578,2178,2.249134948096886,0.5968778696051423
Family & Relationships,iUniverse,44,970,2178,4.536082474226804,2.0202020202020203
Fiction,Cambridge University Press,5,1486,23419,0.3364737550471063,0.021350185746615995
Fiction,Courier Corporation,86,1120,23419,7.678571428571429,0.3672231948417951
Fiction,Hachette UK,329,615,23419,53.49593495934959,1.4048422221273327
Fiction,Harper Collins,611,1939,23419,31.51108818978855,2.6089926982364746
Fiction,HarperCollins,151,628,23419,24.044585987261147,0.6447756095478031
Fiction,Houghton Mifflin Harcourt,134,893,23419,15.005599104143338,0.5721849780093087
Fiction,Macmillan,497,1233,23419,40.30819140308191,2.12220846321363
Fiction,Open Road Media,624,983,23419,63.47914547304171,2.6645031811776763
Fiction,Oxford University Press,54,813,23419,6.642066420664207,0.23058200606345275
Fiction,"Oxford University Press, USA",37,758,23419,4.881266490765172,0.15799137452495837
Fiction,Penguin,1114,2871,23419,38.80181121560432,4.756821384346043
Fiction,Random House,361,853,23419,42.32121922626026,1.5414834109056748
Fiction,Routledge,4,2398,23419,0.16680567139282734,0.017080148597292795
Fiction,Simon and Schuster,901,3548,23419,25.394588500563696,3.8473034715402026
Fiction,Univ of California Press,11,590,23419,1.864406779661017,0.046970408642555195
Fiction,Vintage,388,1022,23419,37.96477495107632,1.6567744139374012
Fiction,W. W. Norton & Company,114,578,23419,19.72318339100346,0.4867842350228447
Fiction,iUniverse,373,970,23419,38.453608247422686,1.5927238566975532
History,Cambridge University Press,280,1486,9340,18.842530282637952,2.9978586723768736
History,Courier Corporation,53,1120,9340,4.732142857142857,0.5674518201284797
History,Hachette UK,27,615,9340,4.390243902439024,0.2890792291220557
History,Harper Collins,79,1939,9340,4.074265085095409,0.8458244111349036
History,HarperCollins,13,628,9340,2.0700636942675157,0.139186295503212
History,Houghton Mifflin Harcourt,31,893,9340,3.4714445688689812,0.33190578158458245
History,John Wiley & Sons,28,2036,9340,1.37524557956778,0.29978586723768735
History,Macmillan,54,1233,9340,4.37956204379562,0.5781584582441114
History,Open Road Media,38,983,9340,3.8657171922685656,0.4068522483940043
History,Oxford University Press,110,813,9340,13.530135301353013,1.177730192719486
History,"Oxford University Press, USA",87,758,9340,11.477572559366754,0.9314775160599571
History,Penguin,91,2871,9340,3.1696273075583417,0.974304068522484
History,Random House,46,853,9340,5.3927315357561545,0.4925053533190578
History,Routledge,341,2398,9340,14.220183486238533,3.6509635974304064
History,Simon and Schuster,184,3548,9340,5.186020293122886,1.9700214132762313
History,Springer Science & Business Media,2,886,9340,0.2257336343115124,0.021413276231263382
History,Univ of California Press,191,590,9340,32.3728813559322,2.0449678800856534
History,Vintage,106,1022,9340,10.371819960861057,1.1349036402569594
History,W. W. Norton & Company,91,578,9340,15.7439446366782,0.974304068522484
History,iUniverse,22,970,9340,2.268041237113402,0.23554603854389722
Juvenile Fiction,Cambridge University Press,1,1486,6643,0.06729475100942127,0.015053439710973959
Juvenile Fiction,Courier Corporation,53,1120,6643,4.732142857142857,0.7978323046816197
Juvenile Fiction,Hachette UK,28,615,6643,4.5528455284552845,0.42149631190727077
Juvenile Fiction,Harper Collins,291,1939,6643,15.007735946364106,4.380550955893422
Juvenile Fiction,HarperCollins,124,628,6643,19.745222929936308,1.8666265241607707
Juvenile Fiction,Houghton Mifflin Harcourt,263,893,6643,29.451287793952968,3.9590546439861507
Juvenile Fiction,Macmillan,97,1233,6643,7.86699107866991,1.460183651964474
Juvenile Fiction,Open Road Media,64,983,6643,6.510681586978636,0.9634201415023333
Juvenile Fiction,Oxford University Press,3,813,6643,0.36900369003690037,0.04516031913292187
Juvenile Fiction,"Oxford University Press, USA",4,758,6643,0.5277044854881267,0.060213758843895834
Juvenile Fiction,Penguin,259,2871,6643,9.021246952281436,3.8988408851422554
Juvenile Fiction,Random House,30,853,6643,3.5169988276670576,0.45160319132921867
Juvenile Fiction,Simon and Schuster,453,3548,6643,12.767756482525366,6.819208189071204
Juvenile Fiction,Vintage,2,1022,6643,0.19569471624266144,0.030106879421947917
Juvenile Fiction,iUniverse,25,970,6643,2.5773195876288657,0.3763359927743489
Juvenile Nonfiction,Cambridge University Press,19,1486,3446,1.278600269179004,0.5513639001741149
Juvenile Nonfiction,Courier Corporation,104,1120,3446,9.285714285714286,3.0179918746372607
Juvenile Nonfiction,Hachette UK,1,615,3446,0.16260162601626016,0.02901915264074289
Juvenile Nonfiction,Harper Collins,53,1939,3446,2.733367715317174,1.5380150899593732
Juvenile Nonfiction,HarperCollins,27,628,3446,4.2993630573248405,0.7835171213000581
Juvenile Nonfiction,Houghton Mifflin Harcourt,79,893,3446,8.846584546472565,2.292513058618688
Juvenile Nonfiction,John Wiley & Sons,8,2036,3446,0.3929273084479371,0.2321532211259431
Juvenile Nonfiction,Macmillan,38,1233,3446,3.0819140308191404,1.1027278003482297
Juvenile Nonfiction,Open Road Media,6,983,3446,0.6103763987792472,0.17411491584445735
Juvenile Nonfiction,Oxford University Press,12,813,3446,1.4760147601476015,0.3482298316889147
Juvenile Nonfiction,"Oxford University Press, USA",21,758,3446,2.7704485488126647,0.6094022054556006
Juvenile Nonfiction,Penguin,89,2871,3446,3.099965168930686,2.5827045850261174
Juvenile Nonfiction,Random House,2,853,3446,0.23446658851113714,0.05803830528148578
Juvenile Nonfiction,Simon and Schuster,74,3548,3446,2.0856820744081173,2.1474172954149737
Juvenile Nonfiction,W. W. Norton & Company,5,578,3446,0.8650519031141869,0.14509576320371445
Juvenile Nonfiction,iUniverse,6,970,3446,0.6185567010309279,0.17411491584445735
Literary Criticism,Cambridge University Press,93,1486,2147,6.258411843876177,4.3316255239869585
Literary Criticism,Courier Corporation,1,1120,2147,0.08928571428571429,0.04657661853749418
Literary Criticism,Hachette UK,1,615,2147,0.16260162601626016,0.04657661853749418
Literary Criticism,Harper Collins,9,1939,2147,0.46415678184631254,0.41918956683744757
Literary Criticism,HarperCollins,1,628,2147,0.15923566878980894,0.04657661853749418
Literary Criticism,Houghton Mifflin Harcourt,47,893,2147,5.263157894736842,2.1891010712622263
Literary Criticism,John Wiley & Sons,23,2036,2147,1.1296660117878194,1.0712622263623661
Literary Criticism,Macmillan,6,1233,2147,0.48661800486618007,0.2794597112249651
Literary Criticism,Open Road Media,2,983,2147,0.20345879959308238,0.09315323707498836
Literary Criticism,Oxford University Press,49,813,2147,6.027060270602706,2.282254308337215
Literary Criticism,"Oxford University Press, USA",35,758,2147,4.617414248021108,1.6301816488122962
Literary Criticism,Penguin,7,2871,2147,0.24381748519679552,0.3260363297624593
Literary Criticism,Random House,5,853,2147,0.5861664712778429,0.2328830926874709
Literary Criticism,Routledge,141,2398,2147,5.879899916597164,6.56730321378668
Literary Criticism,Simon and Schuster,11,3548,2147,0.3100338218714769,0.5123428039124359
Literary Criticism,Univ of California Press,51,590,2147,8.64406779661017,2.375407545412203
Literary Criticism,Vintage,6,1022,2147,0.5870841487279843,0.2794597112249651
Literary Criticism,W. W. Norton & Company,12,578,2147,2.0761245674740483,0.5589194224499302
Religion,Cambridge University Press,55,1486,9459,3.7012113055181697,0.5814568136166613
Religion,Courier Corporation,5,1120,9459,0.4464285714285714,0.052859710328787404
Religion,Hachette UK,9,615,9459,1.4634146341463417,0.09514747859181732
Religion,Harper Collins,142,1939,9459,7.323362558019597,1.501215773337562
Religion,HarperCollins,17,628,9459,2.7070063694267517,0.17972301511787714
Religion,Houghton Mifflin Harcourt,8,893,9459,0.8958566629339306,0.08457553652605984
Religion,John Wiley & Sons,39,2036,9459,1.9155206286836934,0.41230574056454167
Religion,Macmillan,6,1233,9459,0.48661800486618007,0.06343165239454487
Religion,Open Road Media,2,983,9459,0.20345879959308238,0.02114388413151496
Religion,Oxford University Press,59,813,9459,7.2570725707257075,0.6237445818796914
Religion,"Oxford University Press, USA",30,758,9459,3.95778364116095,0.3171582619727244
Religion,Penguin,47,2871,9459,1.637060257749913,0.4968812770906016
Religion,Random House,10,853,9459,1.1723329425556859,0.10571942065757481
Religion,Routledge,68,2398,9459,2.835696413678065,0.7188920604715086
Religion,Simon and Schuster,113,3548,9459,3.18489289740699,1.1946294534305952
Religion,Univ of California Press,24,590,9459,4.067796610169491,0.2537266095781795
Religion,Vintage,17,1022,9459,1.663405088062622,0.17972301511787714
Religion,W. W. Norton & Company,5,578,9459,0.8650519031141869,0.052859710328787404
Religion,iUniverse,40,970,9459,4.123711340206185,0.42287768263029923
Science,Cambridge University Press,127,1486,2623,8.5464333781965,4.84178421654594
Science,Courier Corporation,92,1120,2623,8.214285714285714,3.5074342356080828
Science,Hachette UK,11,615,2623,1.788617886178862,0.41936713686618377
Science,Harper Collins,14,1939,2623,0.7220216606498195,0.533739992375143
Science,HarperCollins,5,628,2623,0.7961783439490446,0.19062142584826536
Science,Houghton Mifflin Harcourt,13,893,2623,1.4557670772676372,0.49561570720548986
Science,John Wiley & Sons,119,2036,2623,5.844793713163065,4.5367899351887155
Science,Macmillan,12,1233,2623,0.9732360097323601,0.4574914220358368
Science,Open Road Media,4,983,2623,0.40691759918616477,0.15249714067861228
Science,Oxford University Press,33,813,2623,4.059040590405904,1.2581014105985513
Science,"Oxford University Press, USA",24,758,2623,3.16622691292876,0.9149828440716736
Science,Penguin,27,2871,2623,0.9404388714733543,1.0293556995806328
Science,Random House,9,853,2623,1.0550996483001172,0.3431185665268776
Science,Routledge,37,2398,2623,1.542952460383653,1.4105985512771635
Science,Simon and Schuster,29,3548,2623,0.8173618940248027,1.1056042699199389
Science,Springer Science & Business Media,241,886,2623,27.200902934537247,9.187952725886388
Science,Univ of California Press,14,590,2623,2.3728813559322033,0.533739992375143
Science,Vintage,8,1022,2623,0.7827788649706457,0.30499428135722456
Science,W. W. Norton & Company,25,578,2623,4.325259515570934,0.9531071292413268
Science,iUniverse,5,970,2623,0.5154639175257731,0.19062142584826536
Social Science,Cambridge University Press,46,1486,3834,3.095558546433378,1.1997913406364111
Social Science,Courier Corporation,17,1120,3834,1.5178571428571428,0.4434011476264998
Social Science,Hachette UK,11,615,3834,1.788617886178862,0.28690662493479396
Social Science,Harper Collins,45,1939,3834,2.320783909231563,1.1737089201877933
Social Science,HarperCollins,8,628,3834,1.2738853503184715,0.20865936358894105
Social Science,Houghton Mifflin Harcourt,10,893,3834,1.1198208286674132,0.2608242044861763
Social Science,John Wiley & Sons,34,2036,3834,1.6699410609037328,0.8868022952529996
Social Science,Macmillan,15,1233,3834,1.2165450121654502,0.39123630672926446
Social Science,Open Road Media,10,983,3834,1.017293997965412,0.2608242044861763
Social Science,Oxford University Press,37,813,3834,4.551045510455105,0.9650495565988524
Social Science,"Oxford University Press, USA",28,758,3834,3.6939313984168867,0.7303077725612936
Social Science,Penguin,37,2871,3834,1.2887495646116336,0.9650495565988524
Social Science,Random House,18,853,3834,2.1101992966002343,0.4694835680751174
Social Science,Routledge,331,2398,3834,13.803169307756463,8.633281168492436
Social Science,Simon and Schuster,50,3548,3834,1.4092446448703495,1.3041210224308815
Social Science,Springer Science & Business Media,10,886,3834,1.1286681715575622,0.2608242044861763
Social Science,Univ of California Press,47,590,3834,7.966101694915253,1.2258737610850288
Social Science,Vintage,53,1022,3834,5.185909980430528,1.3823682837767346
Social Science,W. W. Norton & Company,18,578,3834,3.1141868512110724,0.4694835680751174
Social Science,iUniverse,10,970,3834,1.0309278350515463,0.2608242044861763
Sports & Recreation,Courier Corporation,5,1120,2267,0.4464285714285714,0.22055580061755625
Sports & Recreation,Hachette UK,8,615,2267,1.3008130081300813,0.35288928098808997
Sports & Recreation,Harper Collins,22,1939,2267,1.1346054667354306,0.9704455227172474
Sports & Recreation,HarperCollins,5,628,2267,0.7961783439490446,0.22055580061755625
Sports & Recreation,Houghton Mifflin Harcourt,6,893,2267,0.6718924972004479,0.2646669607410675
Sports & Recreation,John Wiley & Sons,12,2036,2267,0.5893909626719057,0.529333921482135
Sports & Recreation,Macmillan,14,1233,2267,1.1354420113544201,0.6175562417291575
Sports & Recreation,Open Road Media,7,983,2267,0.7121057985757884,0.30877812086457873
Sports & Recreation,Oxford University Press,1,813,2267,0.12300123001230012,0.044111160123511246
Sports & Recreation,"Oxford University Press, USA",2,758,2267,0.2638522427440633,0.08822232024702249
Sports & Recreation,Penguin,19,2871,2267,0.6617903169627307,0.8381120423467137
Sports & Recreation,Random House,8,853,2267,0.9378663540445485,0.35288928098808997
Sports & Recreation,Routledge,8,2398,2267,0.3336113427856547,0.35288928098808997
Sports & Recreation,Simon and Schuster,76,3548,2267,2.142051860202931,3.3524481693868546
Sports & Recreation,Vintage,2,1022,2267,0.19569471624266144,0.08822232024702249
Sports & Recreation,W. W. Norton & Company,13,578,2267,2.249134948096886,0.5734450816056462
Sports & Recreation,iUniverse,14,970,2267,1.443298969072165,0.6175562417291575
